label,sms
spam,In the mood for some fun? So am I. Curious? Go to sextextuk.com and text XXUK SUZY to 69876. Texts are charged at ?.50 per message. Check out the Terms and Conditions on the website. X
ham,TaKe CaRE n gET WeLL sOOn
ham,Can not use foreign stamps in this country.
spam,Immerse yourself in music with 5 Free Top Polyphonic Tones at National Rate. Call 087018728737 to get started. Receive a new toppoly tune every week by texting SUBPOLY to 81618. The cost is ? per tune. Unsubscribe at 08718727870.
ham,Just wait till end of march when el nino gets himself. Oh.
spam,"Long time no hear. Call me tonight, Iï¿½m here, just in my knickers. Letï¿½s make it as enticing as the previous time. 01223585236. Hugs, Nikiyu4.net"
spam,"Regarding your response to our offer for a new Nokia phone and camcorder, we've tried contacting you. For delivery, hit reply or call 08000930705."
spam,"Create a special logo for your loved one - two names entwined by a heart. Text ""LOVE NAME1 NAME2 MOBNO"" (e.g., ""LOVE ADAM EVE 07123456789"") to 87077. Yahoo! POBox36504W45WQ. If you don't want ads, simply text ""NO"" to 87077 (Cost: 150p)."
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,Will you come online today night
spam,"Secure double minutes and texts for the next six months, and get Bluetooth for FREE on Orange. This deal is compatible with Sony, Nokia, and Motorola phones. Reach MobileUpd8 at 08000839402, or if you wish to opt out, call N9DX."
ham,I'm leaving my house now.
ham,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn"
ham,I'm vivek:)i got call from your number.
spam,"Final Chance! Claim ur Â£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Subs 16"
ham,My phone
spam,"You've received a friend request from Natalja (25/F). Respond with YES-440 to accept or NO-440 to decline. Visit her profile at www.SMS.ac/u/nat27081980. If you want to stop receiving friend requests, send STOP FRND to 62468."
ham,I.ll post her out l8r. In class
spam,"TIME-SENSITIVE! The draw from the previous weekend reveals that you've secured a prize of Â£1000 in cash or a Spanish holiday! Waste no time and dial 09050000332 immediately to make your claim. Please review the terms and conditions at RSTM, SW7 3SS. The call rate is 150ppm."
ham,From here after The performance award is calculated every two month.not for current one month period..
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,Sweet heart how are you?
spam,"Your chance to win ?00 in Music Gift Vouchers every week has arrived! Send 'DRAW' to 87066. Terms and Conditions at www.Idew.com. SkillGame, 1Winaweek, age 16. ?50 per message subscription."
spam,Prepare for some steamy live 121 chat priced at just 60p per minute! Pick your desired girl and connect for live interactions. Dial 09094646899 immediately! Cheap Chat UK's premier live service. VU BCM1896WC1N3XX
spam,Someone you recognize is trying to contact you through our dating service! Call 09050000928 using a land line to learn who it is. PoBox45W2TG150P
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
ham,What r u cooking me for dinner?
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
spam,"Hurry! Ring 09066612661 from a landline to possibly claim ?000 or a 4-star Canary Islands vacation. Conditions and SAE award apply. Reference: 20M12AQ. Rate: 150ppm, for 16+."
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
spam,Get a free entry into our weekly contest with a ?50 reward! Text 'WIN' to 80086. Participants must be 18 or above. Find terms at www.txttowin.co.uk.
ham,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8"
spam,A vital customer service announcement from PREMIER awaits you. Dial FREEPHONE 0800 542 0578 immediately for details.
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
spam,"For number 07801543489: Claim a latest Nokia Phone, a 40GB iPod, or ?00 prize. Text 'COLLECT' to 83355. Subject to T&Cs, LLC NY-USA, 150p/msg received, 18+ only."
ham,"Yes, princess. Toledo."
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
spam,Big opportunity! Dial FREEFONE 08006344447 immediately to secure your guaranteed ?000 CASH or ?000 gift. Talk to a live operator NOW!
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
ham,I only haf msn. It's yijue@hotmail.com
spam,"Alert from 21870000: Hello, you've received an SMS alert from Mailbox Messaging. You have 40 new matches. To access them, please call 09056242159. Charge: 100p per minute."
ham,So that takes away some money worries
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
spam,Time-sensitive: Your 2003 Account Statement displays 800 unredeemed S.I.M. points. Take action now! Dial 08719899230 and use Identifier Code: 41685. Expires on 07/11/04.
spam,"By replying with your name and address, you can enjoy a week's free stay at various international locales, sent to you by post. Visit www.phb1.com or dial 08700435505150p for details."
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 Â£3/wk"
ham,Got it..mail panren paru..
ham,This pain couldn't have come at a worse time.
spam," You've been provided with a discount code: RP176781. If you'd like to halt further messages, just reply with ""stop."" For any questions, please go to www.regalportfolio.co.uk or contact Customer Services at 08717205546."
spam,"Act nowï¿½Last Chance! Claim ?50 worth of discount vouchers today! Send a text with SHOP to 85023 immediately! This exclusive offer is brought to you by SavaMob, your mobile offers provider. Full terms and conditions can be found at SavaMob POBOX84, M263UZ. Subscription fee: ?.00. Participants must be 16 or older."
ham,What Today-sunday..sunday is holiday..so no work..
ham,Should i send you naughty pix? :)
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
spam,"TBS/PERSOLVO has been after us for ?8 since September, but we've opted not to pay following your advice. We'll simply ignore their demands. - Kath, Manchester."
spam,"Immediate attention required!! Your 4-star Costa Del Sol Holiday or a ?000 prize is ready for collection. Call 09050090044 now to claim. Send a self-addressed envelope (SAE) for additional information. Terms and conditions (TCs) apply. Address: PO Box 334, Stockport, SK38xh. Cost: ?.50 per minute. Maximum call duration: 10 minutes."
spam,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
ham,I'm at work. Please call
ham,"It?ï¿½s Â£6 to get in, is that ok?"
spam,"SMS AUCTION: Congratulations! You have won a Nokia 7250i. This is your reward for triumphing in our FREE auction. To participate, send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+"
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
ham,So are you guys asking that i get that slippers again or its gone with last year
spam,Own your mobile for 11 months or more? Get a FREE upgrade to Orange's newest color camera mobiles with unlimited weekend calls. Reach out to Mobile Upd8 on the toll-free number 08000839402 or text 2StopTxt to opt out.
spam,"Get your first week FREE! Top tones sent weekly. Choose Classic Nokia by texting NOKIA ON to 8007, or Polyphonic with HIT ON to 8007. Rates: Nokia/150p, Poly/200p, for 16+ users."
ham,Hi darlin did youPhone me? Im atHome if youwanna chat.
ham,I jokin oni lar.. ? busy then i wun disturb Ã¼.
ham,Do we have any spare power supplies
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
ham,"Yo, any way we could pick something up tonight?"
ham,Quite lor. But dun tell him wait he get complacent...
spam,"Secure the official ENGLAND polyphonic ringtone or a colorful flag for your mobile phone in preparation for tonight's game! Just send a text with either TONE or FLAG to 84199. If you want to stop, send ENG STOP to Box39822, W111WX. Each item costs ?.50."
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
ham,How do you plan to manage that
spam,You can expect to receive your tone within the next 24 hours. Check Channel U Teletext Page 750 for detailed terms and conditions.
spam,"It might seem unbelievable, but it's real. Experience Incredible Txts! Respond with 'G' to discover astonishing facts that will astound you. By O2FWD, 18p per text."
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
spam,Trivia SMS.ac: Are the New Jersey Devils and the Detroit Red Wings Ice Hockey teams? Yes or No? End service? Text END SPTV.
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,"Excellent, I'll see what riley's plans are"
spam,"URGENT NOTICE! The results of last weekend's draw declare you as the winner of either Â£1000 in cash or an exciting Spanish holiday! Don't delay, make the call now at 09050000332 to receive your prize. Be sure to check the terms and conditions at RSTM, SW7 3SS. The call charges are 150ppm."
spam,"Attention! You've lost the bid to simonwatson5120 for the Shinco DVD Player. To place a new bid, visit sms.ac/smsrewards. To opt out of bid notifications, simply respond with ""END OUT."""
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
