Category,Original Message,Message 1,Message 2,Message 3,Message 4,Message 5
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,How unique are you? Discover starting 30th August at www.areyouunique.co.uk.,Assess your uniqueness! Visit www.areyouunique.co.uk on or after August 30th.,Curious about your uniqueness? Check from August 30th at www.areyouunique.co.uk.,Wondering about your distinctiveness? Unveil it from August 30th at www.areyouunique.co.uk.,Gauge your individuality starting August 30th. Go to www.areyouunique.co.uk to learn more.
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18","Clearance Alert: 500 brand-new 2004 mobile phones must be claimed! Text NOKIA to 89545 and secure yours today for just ?. Visit www.4-tc.biz to opt-out or call 08718726270 at ?.50 per text, 18+.","Must Clear: 500 unused 2004 mobiles available! Send NOKIA to 89545 and get one today starting at only ?. Exit at www.4-tc.biz or dial 08718726270, ?.50/msg, over 18s only.","2004's New Mobile Phones Clearance: 500 must be sold! Text NOKIA to 89545 to get yours now starting from ?. Opt-out via www.4-tc.biz or contact 08718726270 at ?.50 per message, for adults.","Inventory Reduction: 500 fresh mobiles from 2004 ready for dispatch! Text NOKIA to 89545 and claim yours today, prices start at ?. To opt-out, visit www.4-tc.biz or call 08718726270, cost ?.50/msg, 18+ required.","Exclusive Mobile Offer: 500 new 2004 mobiles up for grabs! Text NOKIA to 89545 to claim yours starting at ? today. For opt-out options, visit www.4-tc.biz or call 08718726270, ?.50 per text, suitable for 18 and older."
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","Could your ideal partner be just around the corner? Is your career about to skyrocket? Discover for free by texting HORO plus your zodiac sign, for instance, HORO ARIES.","Wondering if a romantic encounter is imminent? Is your professional life set to soar? Find out at no cost ?text HORO along with your star sign, like HORO ARIES, to learn more.","Is love in the stars for you soon? Will your career take an upward trajectory? Uncover at no expense by sending HORO and your star sign, such as HORO ARIES, via text.","Anticipating a soulmate's arrival? Expecting a career lift-off? To get a free insight, text HORO followed by your astrological sign, for example, HORO ARIES.","Curious about meeting 'the one' shortly? Or if your career will take off? For a free prediction, just text HORO with your sun sign, e.g., HORO ARIES."
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,"Send a text and connect with someone attractive today. Whether it's for a date or a playful flirt, the choice is yours. Sign up for only 10p. Respond with your NAME & AGE, like 'Sam 25'. Over 18s - messages are received at 38 pence.","Find an alluring date or engage in a flirtatious chat today. It's all in your hands. Join now for a mere 10p. Simply REPLY with your NAME & AGE, for example, 'Sam 25'. Adults only - each message costs 38 pence.","Discover someone enticing today by text. Look for a date or just enjoy some flirtation. Get started for just 10p. To join, REPLY with your NAME & AGE, such as 'Sam 25'. 18+ - each message received costs 38 pence.","Engage with someone appealing today through texting. Find a date or just flirt�the choice is yours. Register for just 10p. Reply with your NAME & AGE, like 'Sam 25'. Note: 18+ messages at 38 pence each.","Text today and connect with someone charming. You're in control�date or flirt as you please. Membership is just 10p. REPLY with your NAME & AGE, e.g., 'Sam 25'. For over 18s, messages received cost 38 pence."
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,"Your number 447801259231 has caught someone's eye, and they wish to get in touch with you�discover your secret admirer and find out who finds you extraordinary by calling 09058094597.",A mysterious admirer is seeking to reach out to you at 447801259231. Uncover the identity of the person who admires you�call 09058094597 to reveal who thinks you're special.,An unseen admirer for number 447801259231 desires contact. Reveal who holds you in high regard by calling 09058094597.,Someone has their eye on you at 447801259231 and is eager to make contact. Learn who they are and who cherishes you so�call 09058094597 for the big reveal.,"You, at 447801259231, have an admirer who wishes to connect discreetly. Discover who treasures you by calling 09058094597."
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,"Celebrate! You've earned ?00 in CD vouchers or a ?25 gift, guaranteed, along with a complimentary pass to a weekly ?00 draw. Text MUSIC to 87066. Terms at www.Ldew.com1win150ppmx3, must be 16 or older.","Great news! You're the recipient of ?00 in CD vouchers or a sure ?25 gift, plus no-cost entry into our weekly ?00 draw. To join, send MUSIC to 87066. Details at www.Ldew.com1win150ppmx3, for ages 16+."," Well done! You've been given ?00 worth of CD vouchers or a definite ?25 gift and a free spot in our weekly ?00 draw. For entry, SMS MUSIC to 87066. Check TnCs at www.Ldew.com1win150ppmx3, 16+ only.","Joyous tidings! You've been granted ?00 in CD vouchers or a secure ?25 gift and also free entry to a ?00 weekly draw. Just text MUSIC to 87066. Full terms at www.Ldew.com1win150ppmx3, age 16 and up.","Congratulations! You've scored ?00 in CD vouchers or a certain ?25 gift, plus an automatic entry to our ?00 weekly lottery. Text MUSIC to 87066 to claim. Conditions at www.Ldew.com1win150ppmx3, suitable for individuals 16+."
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,"We attempted to reach out regarding your response to our Video Handset offer. Included are 750 network minutes, UNLIMITED TEXTS, and a Camcorder. Please respond or phone 08000930705 IMMEDIATELY.","Attempting to connect with you concerning our Video Handset deal which includes 750 minutes valid anytime across networks, UNLIMITED TEXTING, and a Camcorder. Don't delay�reply or dial 08000930705 NOW.","We're following up on your interest in our Video Handset offer that comes with 750 network minutes, UNLIMITED TEXTS, and a Camcorder. Act quickly�reply or contact 08000930705 TODAY.","Have you seen our Video Handset offer? It comes with 750 minutes available on all networks, UNLIMITED TEXTS, and a Camcorder. Please get back to us or call 08000930705 AT ONCE.","Your feedback on our Video Handset offer�with 750 anytime network minutes, UNLIMITED TEXTS, and a Camcorder�is awaited. Promptly reply or ring up 08000930705 NOW."
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,"Feeling frisky and open for a chat or more? Text 'hot' to 69698. Charges are 150p per minute. To opt-out, text 'stop' to 69698.","In a playful mood and wish to converse or see more? Send 'hot' to 69698, with texts costing 150p per minute. To unsubscribe, send 'stop' to 69698.","If you're eager for a steamy chat or more revealing interaction, text 'hot' to 69698. Each text costs 150p per minute. To cancel, text 'stop' to 69698.","Are you in the mood for some risqu?conversation or even something more visual? Just text 'hot' to 69698 (150p/min). To end the service, text 'stop' to 69698.","Looking for a sultry chat or more intimate visuals? Text 'hot' to 69698 at 150p per minute. To stop the service, text 'stop' to 69698."
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,"Update: Your ringtone service now includes 25 Free credits! Visit club4mobiles.com to pick your content. To cancel, text 'CLUB STOP' to 87070. Subscriptions cost 150p/week, Club4, PO Box 1146, MK45 2WT.","New from your ringtone provider: Receive 25 complimentary credits! Select your ringtones at club4mobiles.com. To opt out, send 'CLUB STOP' to 87070. Charges are 150p/week, Club4, PO Box 1146, MK45 2WT.","Ringtone Service Alert: You've been gifted 25 Free credits! Choose your new ringtones today at club4mobiles.com. Unsubscribe by texting 'CLUB STOP' to 87070. Weekly fee 150p, Club4, PO Box 1146, MK45 2WT.","Your ringtone subscription has been upgraded with 25 Free credits! Select your favorites at club4mobiles.com. To discontinue, message 'CLUB STOP' to 87070. Service costs 150p/week, Club4, PO Box 1146, MK45 2WT.","Exciting News: Your ringtone service now comes with 25 Free credits! Head over to club4mobiles.com to enjoy. Stop the service? Text 'CLUB STOP' to 87070. Membership is 150p/week, Club4, PO Box 1146, MK45 2WT."
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,Join the Ringtone Club: Access the UK singles chart on your mobile weekly and pick any high-quality ringtone of your choice! This message is provided at no cost.,Ringtone Club Update: Stay updated with the UK singles chart on your phone every week and choose from premium ringtones for free! There's no charge for this message.,"Ringtone Club Invite: Receive the latest UK singles chart on your mobile weekly, with the option to select top-notch ringtones! This alert is free.",From Ringtone Club: Get a weekly update of the UK singles chart directly on your mobile and select from the best ringtones available! This service message is free.,Ringtone Club Offer: Have the UK singles chart delivered to your mobile each week and enjoy your choice of any quality ringtone! This informative message is cost-free.
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,HMV Exclusive Offer: Win ?00 in authentic HMV vouchers. Simply answer four simple questions to play. Start now by texting HMV to 86688. More details at www.100percent-real.com.,HMV Prize Alert: Enter to win ?00 worth of real HMV vouchers. Engage in a quick quiz with four questions. Text HMV to 86688 to play. Visit www.100percent-real.com for info.,"HMV Reward Opportunity: Stand a chance to claim ?00 in genuine HMV vouchers. Just respond to four straightforward questions. To play, send HMV to 86688. For more information, check out www.100percent-real.com.", Win with HMV: Grab ?00 in legitimate HMV vouchers by answering four easy questions. Play by sending HMV to 86688. Details at www.100percent-real.com.,HMV Bonus Draw: You could be the lucky winner of ?00 in HMV vouchers. Get in the game by answering four simple questions. Text HMV to 86688 to begin. Learn more at www.100percent-real.com.
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,"T-Mobile Loyalty Reward: As a valued customer, you're eligible to claim your complimentary CAMERA PHONE upgrade and a pay & go sim card. Contact us at 0845 021 3680. Offer concludes on 28th Feb. Terms & Conditions apply.","Special Offer for T-Mobile Customers: Claim your FREE CAMERA PHONE upgrade and a bonus pay & go sim card as a token of our appreciation for your loyalty. Dial 0845 021 3680. This offer is valid until 28th Feb, with T&C's applicable.",T-Mobile Customer Exclusive: Redeem your FREE CAMERA PHONE upgrade and receive a pay & go sim card for your continued loyalty. Please call 0845 021 3680. Offer expires 28th Feb. Terms & Conditions apply.,"T-Mobile Appreciation Gift: You may now upgrade to a FREE CAMERA PHONE and obtain a pay & go sim card, thanks to your loyalty. Reach out on 0845 021 3680. Ending 28th Feb, T&C's apply.","T-Mobile Upgrade Offer: In recognition of your loyalty, you can now upgrade to a FREE CAMERA PHONE and acquire a pay & go sim card. Call us at 0845 021 3680 before the 28th Feb. T&C's are in effect."
